segment_id,lat,lon,length_m,slope,curvature,density,offtrack_rate
77,-7.20909529,109.92916267,8.507539593812716,0.0,0.12902743933559,87.0,0.05747126436781609
78,-7.2090222,109.92913987,7.018787842516629,0.0,0.16409930405570508,139.0,0.16546762589928057
79,-7.20896001,109.92912898,6.3555610811978545,0.0,0.12924675857577392,85.0,0.03529411764705882
80,-7.20890603,109.92911004,6.313367622198549,0.0,0.02497103985632168,86.0,0.03488372093023256
81,-7.20885046,109.9290983,5.161352207448853,0.0,0.13349132682297138,89.0,0.0449438202247191
82,-7.20880528,109.92908757,7.586094258058797,0.0,0.13799628683570436,85.0,0.058823529411764705
83,-7.20873739,109.92908078,5.0227541902679995,0.0,0.05048537773870987,69.0,0.10144927536231885
84,-7.20869347,109.92907014,4.808498723305833,0.0,0.7064334931272113,73.0,0.0273972602739726
85,-7.20865097,109.92906209,3.701747161879721,0.0,0.9087974697016802,56.0,0.03571428571428571
86,-7.20863001,109.92903602,4.324860480224429,0.0,0.20375556395053596,51.0,0.058823529411764705
87,-7.20859112,109.92903661,5.567995074660304,0.0,0.2148625368235141,71.0,0.0
88,-7.20854192,109.92902722,5.332496672747152,0.0,0.0725096879104789,83.0,0.012048192771084338
89,-7.20849398,109.92902848,9.47932985251364,0.0,0.1473890429650041,106.0,0.018867924528301886
90,-7.20840882,109.92902454,7.2888107271905715,0.0,0.131931684300786,112.0,0.05357142857142857
91,-7.2083436,109.92903116,4.556931726464001,13.825091921858903,0.03469206596897281,94.0,0.0425531914893617
92,-7.20830371,109.92904063,3.381162960878668,0.0,0.024136686837615384,56.0,0.03571428571428571
93,-7.20827437,109.92904868,4.629645475120786,0.0,0.2290433700260764,54.0,0.018518518518518517
94,-7.20823447,109.92906067,4.884284798561992,0.0,0.1921506155742997,77.0,0.03896103896103896
95,-7.20819063,109.92906343,4.6225406577283685,0.0,0.061137320170118276,82.0,0.04878048780487805
96,-7.2081494,109.92905807,7.089193880727708,0.0,0.12731264605939377,84.0,0.03571428571428571
97,-7.20808678,109.929046,7.105933178851465,0.0,0.16160404231222797,94.0,0.05319148936170213
98,-7.208023,109.92904197,7.58633470767183,0.0,0.09850197897333457,99.0,0.04040404040404041
99,-7.2079551,109.92904868,4.585678774901617,0.0,0.1868505782648727,85.0,0.023529411764705882
100,-7.20791386,109.92904868,4.8172418599473295,0.0,0.34726506359337783,71.0,0.056338028169014086
101,-7.20787128,109.92904063,7.034125511883757,0.0,0.05696077158045687,92.0,0.043478260869565216
102,-7.20781672,109.92900836,6.405496610890155,0.0,0.16350315339300253,102.0,0.029411764705882353
103,-7.20776877,109.92897618,6.801959597610045,0.0,0.04447966238598028,83.0,0.024096385542168676
104,-7.20771303,109.92895078,5.580497105710336,0.0,0.1449465957540745,88.0,0.022727272727272728
105,-7.20766643,109.928932,4.419419918146643,0.0,0.3940895495638172,75.0,0.013333333333333334
106,-7.20762779,109.92892262,5.6978705400434855,0.0,0.02015754275513082,62.0,0.08064516129032258
107,-7.20757716,109.92893058,4.476126940423246,0.0,0.010708006714081508,72.0,0.013888888888888888
108,-7.20753727,109.92893603,6.123584643498947,0.0,0.15592323402681332,71.0,0.014084507042253521
109,-7.20748278,109.92894407,6.506733372661924,0.0,0.28801763851810436,80.0,0.05
110,-7.20742688,109.92896151,7.465668492283393,0.0,0.3526437897504343,107.0,0.037383177570093455
111,-7.20737097,109.92899898,5.509349146638091,0.0,0.20884508269754276,91.0,0.03296703296703297
112,-7.20734172,109.92903929,7.946573300899926,0.0,0.16973692685112773,99.0,0.04040404040404041
113,-7.20731246,109.92910501,6.566673450349463,0.0,0.6263719218472138,96.0,0.03125
114,-7.20729779,109.92916267,6.714754620268805,9.680175028852792,0.26839650472210863,120.0,0.21666666666666667
115,-7.20725127,109.92920148,6.6943691416415065,0.0,0.19828173557797069,92.0,0.021739130434782608
116,-7.20721674,109.92925119,9.206293447416156,0.0,0.23290396207256625,113.0,0.04424778761061947
117,-7.20715681,109.92930877,6.1748186535167795,0.0,0.2568868144157611,113.0,0.035398230088495575
118,-7.20710887,109.92933702,9.820681162993758,0.0,0.4055828107854472,102.0,0.10784313725490197
119,-7.20704642,109.92939997,8.547944887808546,0.0,0.09502125561085695,139.0,0.17985611510791366
120,-7.20701801,109.92947197,9.917926360786481,0.0,0.04311033541336573,146.0,0.0273972602739726
121,-7.20699311,109.9295583,7.461911713087781,0.0,0.23769654188396738,126.0,0.015873015873015872
122,-7.20697719,109.92962401,8.423762100234141,0.0,0.061018383231601137,117.0,0.017094017094017096
123,-7.20697719,109.92970037,7.272571017964602,0.0,0.17158467051255832,113.0,0.02654867256637168
124,-7.20698121,109.92976617,4.019490423786244,0.0,0.2553356748600293,84.0,0.05952380952380952
125,-7.20697719,109.92980238,4.114187898976898,0.0,0.3530367297658418,64.0,0.046875
126,-7.20696386,109.92983717,6.706581027670119,0.0,0.3345090779362756,64.0,0.09375
127,-7.20692396,109.92988276,5.437090132317984,0.0,0.1926383818639792,82.0,0.012195121951219513
128,-7.20688138,109.92990699,6.625646072107795,0.0,0.5517704899460115,84.0,0.047619047619047616
129,-7.20683604,109.92994596,6.206964371216443,0.0,0.014848228933592722,89.0,0.02247191011235955
130,-7.20681894,109.92999952,5.105222689175371,0.0,0.27773735784342524,83.0,0.04819277108433735
131,-7.20680553,109.93004378,6.5251235239533765,0.0,0.5051773482702739,77.0,0.07792207792207792
132,-7.20677359,109.9300934,7.2050129939876895,0.0,0.2835525895105934,109.0,0.045871559633027525
133,-7.20671643,109.93012416,5.666770174311892,0.0,0.18816188717275306,101.0,0.0594059405940594
134,-7.20667996,109.93016004,6.368870235419508,0.0,0.3190049635865263,90.0,0.0
135,-7.20664719,109.93020739,7.113014668398584,0.0,0.0028335426301535627,78.0,0.038461538461538464
136,-7.20659598,109.93024603,6.739031061537132,0.0,0.04928989108003068,93.0,0.043010752688172046
137,-7.20654736,109.9302825,9.413894730741228,0.0,0.05814561167506682,125.0,0.04
138,-7.20647704,109.93033002,5.680680615223626,0.0,0.0788162608984439,99.0,0.0
139,-7.20643303,109.93035617,6.429507346641524,0.0,0.3804983982143741,87.0,0.0
140,-7.20638107,109.93038174,6.380318149152618,0.0,0.13777406607450504,80.0,0.0625
141,-7.20634251,109.93042457,5.781993289447609,0.0,0.000726383005945852,98.0,0.04081632653061224
142,-7.20630261,109.93045818,5.979802313689874,0.0,0.1471975223911487,83.0,0.04819277108433735
143,-7.20626137,109.93049297,7.336478683950174,4.498070725972837,0.5382444176422577,94.0,0.031914893617021274
144,-7.20621753,109.93054267,13.200601246886917,0.0,1.7318573830031005,136.0,0.04411764705882353
145,-7.20610438,109.93057888,5.819889584680096,0.0,0.9657313544949937,139.0,0.07913669064748201
146,-7.20612827,109.93062582,5.558473785248383,0.0,0.24368770480554436,90.0,0.022222222222222223
147,-7.20610438,109.93067008,4.727754374165986,0.0,0.15504306088636466,74.0,0.04054054054054054
148,-7.20609373,109.93071157,4.6163806390291295,0.0,0.45860012422875784,60.0,0.05
149,-7.20608971,109.93075322,4.187037900197993,0.0,0.09334491350914154,73.0,0.0547945205479452
150,-7.20606976,109.93078541,3.6402809887123486,0.0,0.11418343385073915,45.0,0.022222222222222223
151,-7.20605509,109.93081491,4.596672059120058,0.0,0.10381245805806738,43.0,0.023255813953488372
152,-7.20603246,109.93084978,5.151213466460096,0.0,0.2490662305977892,83.0,0.024096385542168676
153,-7.20600321,109.93088599,5.710577084259804,0.0,0.021420676622595947,80.0,0.025
154,-7.20596197,109.93091684,5.791303881463656,0.0,0.12673423681437113,78.0,0.038461538461538464
155,-7.20592082,109.93094902,4.655454276861489,0.0,0.5753861722759993,67.0,0.029850746268656716
156,-7.20588477,109.93097048,4.958096762536435,0.0,0.6190624790862058,68.0,0.10294117647058823
157,-7.20586491,109.93101072,5.028265245269517,0.0,0.024891244989221406,66.0,0.045454545454545456
158,-7.20582501,109.93103217,3.907859052998774,0.0,0.3093777259878753,58.0,0.034482758620689655
159,-7.20579442,109.93104961,5.445252331409238,0.0,0.27311744275116123,62.0,0.11290322580645161
160,-7.20576114,109.93108582,6.78210721178225,0.0,0.15393319014024376,112.0,0.1875
161,-7.20570917,109.931118,5.284117514517293,0.0,0.09847099210125199,88.0,0.03409090909090909
162,-7.20567296,109.93114902,6.761494552679351,0.0,0.26327331454425673,95.0,0.042105263157894736
163,-7.20563072,109.93119311,4.3146038312540185,0.0,0.17652119891812385,67.0,0.07462686567164178
164,-7.20559744,109.93121322,6.643055769951766,0.0,0.05828983806534749,68.0,0.04411764705882353
165,-7.20554162,109.93123468,6.373756659704832,10.825640777317561,0.416688817676562,109.0,0.03669724770642202
166,-7.20548697,109.93125211,4.928705927153032,0.0,0.18884955292943806,101.0,0.2376237623762376
167,-7.20545369,109.93128162,3.766170201077091,0.0,0.039348697200957905,62.0,0.04838709677419355
168,-7.20542452,109.93129897,3.7255074787059024,0.0,0.24616818411621305,62.0,0.0
169,-7.20539502,109.93131498,13.425502639499648,0.0,0.008987598879077935,114.0,0.03508771929824561
170,-7.20527801,109.93134499,8.818599236727424,0.0,0.1655515545387163,143.0,0.027972027972027972
171,-7.20520098,109.93136401,8.852515911455857,0.0,0.10052937356064762,119.0,0.05042016806722689
172,-7.2051278,109.93139561,7.9539760128040555,0.0,0.1787458857977175,128.0,0.0703125
173,-7.20506519,109.93143048,10.825796819514672,0.0,0.07266090823711807,136.0,0.022058823529411766
174,-7.20497299,109.931462,8.94277705179168,0.0,0.1467106534996676,152.0,0.039473684210526314
175,-7.20489889,109.93149351,7.6338529442170495,0.0,0.022344849048667736,99.0,0.030303030303030304
176,-7.20483243,109.93151086,7.143149030224978,0.0,0.26294142267874,113.0,0.017699115044247787
177,-7.2047699,109.9315257,5.670271343925346,0.0,0.30195671182681805,92.0,0.06521739130434782
178,-7.20472497,109.93155001,6.820476332024434,0.0,0.17594185328708156,83.0,0.024096385542168676
179,-7.20468197,109.9315941,5.614941536061344,0.0,0.22209472060246038,89.0,0.011235955056179775
180,-7.20464082,109.9316236,4.972495029235591,0.0,0.06952369156716048,59.0,0.05084745762711865
181,-7.20459958,109.93164103,20.367353523804752,0.0,0.4196261612360371,196.0,0.05102040816326531
182,-7.20443596,109.93172402,13.05691865722288,0.0,0.3986790831435847,233.0,0.03862660944206009
183,-7.20436161,109.93181563,11.379806704210724,0.0,0.2592660714676116,176.0,0.05113636363636364
184,-7.20427117,109.93186391,10.466541295671847,0.0,0.02539304192272085,142.0,0.06338028169014084
185,-7.20420202,109.93192828,12.99516717403028,6.156134732908484,0.18005610202174083,187.0,0.13903743315508021
186,-7.20411418,109.93200598,10.95162033543614,0.0,0.15567651237240854,156.0,0.038461538461538464
187,-7.20405299,109.93208377,7.826475629871788,0.0,0.3362051451530337,142.0,0.035211267605633804
188,-7.20401837,109.93214554,15.13405148467112,0.0,0.3878940499150605,172.0,0.01744186046511628
189,-7.20391603,109.93223598,12.976397198846346,0.0,0.5128826593380708,216.0,0.046296296296296294
190,-7.20386398,109.93234126,13.212771887245085,0.0,0.011286781032825766,179.0,0.0446927374301676
191,-7.20376558,109.9324084,12.964590614890176,0.0,0.060676754027616076,172.0,0.046511627906976744
192,-7.20366977,109.93247537,11.417578352686213,0.0,0.160474688669908,158.0,0.03164556962025317
193,-7.20358201,109.9325291,13.226342869315246,0.0,0.36761989633842496,177.0,0.02824858757062147
194,-7.20349149,109.93260688,11.306694127337822,0.0,0.21185144655432986,170.0,0.058823529411764705
195,-7.20344304,109.93269699,9.904500858201523,0.0,0.14379534460399668,166.0,0.04216867469879518
196,-7.20338504,109.93276513,4.160048102462168,0.0,0.6260948800946478,92.0,0.06521739130434782
197,-7.20336501,109.93279698,3.4293336750793517,0.0,0.5085006892018538,77.0,0.03896103896103896
198,-7.20336702,109.932828,2.238724734684103,0.0,0.9486269959661109,45.0,0.0
199,-7.203378,109.93284501,2.2980882926349038,0.0,0.2085021132126429,37.0,0.08108108108108109
200,-7.20337037,109.93286437,1.2777519499865198,0.0,0.3316430932089919,28.0,0.07142857142857142
201,-7.203364,109.93287401,3.6302662926238716,0.0,0.35814606122234294,27.0,0.0
202,-7.20335579,109.93290586,1.5050707984789746,0.0,0.7112839512672434,28.0,0.03571428571428571
203,-7.20334799,109.93291701,1.1066799703484218,0.0,1.2081616449507184,17.0,0.0
204,-7.203349,109.93292699,3.225739937952414,0.0,0.28450065743939906,47.0,0.0
205,-7.20332301,109.93293998,2.1158820649005494,0.0,0.5112704842787141,34.0,0.029411764705882353
206,-7.20330901,109.93295297,2.3231369548199305,0.0,0.8426583317152803,29.0,0.034482758620689655
207,-7.20330256,109.932973,1.4076915683083127,0.0,0.7153234990683637,38.0,0.13157894736842105
208,-7.20330901,109.93298398,3.8859444554497493,0.0,0.12167980894234431,25.0,0.04
209,-7.20330256,109.9330186,2.807632061225865,0.0,0.5041459973897238,36.0,0.0
210,-7.20330097,109.933044,2.46849476618096,0.0,0.34127681088430695,35.0,0.05714285714285714
211,-7.20331052,109.9330642,2.5139344534466854,0.0,0.12463798858321207,27.0,0.0
212,-7.20332653,109.93308029,3.8814619183683847,0.0,0.5578049162567589,25.0,0.0
213,-7.20334799,109.93310804,2.211052316685821,0.0,0.6603335220052928,48.0,0.0625
214,-7.20335,109.93312798,3.226966397741954,0.0,0.14037426895093152,43.0,0.046511627906976744
215,-7.2033345,109.93315271,2.9100687142131023,0.0,0.555252313716079,26.0,0.0
216,-7.20332377,109.93317677,3.481051824425712,0.0,0.23795856861553544,52.0,0.019230769230769232
217,-7.20332804,109.93320803,3.3214236411012084,0.0,0.8057806764319584,40.0,0.0
218,-7.20333902,109.93323603,3.1604964189166758,0.0,0.07646870009555684,49.0,0.061224489795918366
219,-7.20332704,109.93326201,3.1394150811332975,0.0,0.2007869871629553,45.0,0.1111111111111111
220,-7.20331321,109.93328682,2.935003722018641,0.0,0.22621857196790662,63.0,0.031746031746031744
221,-7.20329594,109.93330694,2.1338808298728895,0.0,0.8525055159122565,37.0,0.0
222,-7.20328697,109.93332404,4.59804319815092,32.18760538385491,0.1032711810037808,54.0,0.0
223,-7.20324674,109.93333368,2.439234126435757,0.0,1.36494841678803,37.0,0.0
224,-7.20322603,109.93334097,2.4532731974482727,0.0,0.5897851104267693,71.0,0.11267605633802817
225,-7.20322897,109.93336301,2.5114449517586768,0.0,0.47077072992905755,33.0,0.0
226,-7.20324397,109.93338003,1.792432842264046,0.0,0.3204628064177535,26.0,0.038461538461538464
227,-7.20325897,109.93338598,1.734685465074306,0.0,1.7934048770479385,17.0,0.0
228,-7.20327096,109.93339604,2.824693330222742,0.0,0.18691734139072236,55.0,0.01818181818181818
229,-7.20325068,109.93341146,1.2746122916270022,0.0,1.322556804523094,11.0,0.0
230,-7.20324297,109.93342001,2.7859199135641206,0.0,1.1736104725030696,25.0,0.0
231,-7.20325696,109.93344096,3.3912994730803114,0.0,0.4505824498426223,44.0,0.022727272727272728
232,-7.20324003,109.93346653,3.773838842367194,0.0,0.09379806332698609,66.0,0.030303030303030304
233,-7.20321078,109.93348388,1.3276397501221695,0.0,0.9261764167805773,22.0,0.045454545454545456
234,-7.20319997,109.93348899,2.1564675944130975,0.0,1.4916599356863225,10.0,0.0
235,-7.20318278,109.93347994,2.2368394633044817,0.0,1.3087066691495362,44.0,0.06818181818181818
236,-7.20317197,109.93349704,3.080173777837567,0.0,0.5679235162343492,45.0,0.1111111111111111
237,-7.20319083,109.93351749,3.307982546796771,0.0,0.7760994816616335,13.0,0.0
238,-7.20319611,109.933547,3.7482995934058563,0.0,0.8106783380017141,56.0,0.05357142857142857
239,-7.203177,109.93357499,4.181996926821053,0.0,0.01392132215998343,70.0,0.02857142857142857
240,-7.20318496,109.93361204,6.2641836809126366,0.0,0.013936715054746918,69.0,0.028985507246376812
241,-7.20319611,109.9336677,3.083739144609223,0.0,1.2750120004547205,48.0,0.020833333333333332
242,-7.20320198,109.93369502,2.9486917520406752,0.0,0.44945210945757963,69.0,0.11594202898550725
243,-7.20317876,109.93370793,2.091699881459986,0.0,0.8729533444790607,28.0,0.0
244,-7.20315998,109.93370902,3.1665019938084478,0.0,0.2730256355902251,31.0,0.03225806451612903
245,-7.20314289,109.93373198,2.8664548879202476,0.0,0.5769130906516511,43.0,0.023255813953488372
246,-7.20313358,109.93375621,4.877982441975422,0.0,0.1272127644843245,43.0,0.023255813953488372
247,-7.20309796,109.93378202,4.855291356250177,0.0,0.16119975551816568,68.0,0.0
248,-7.20306602,109.93381203,3.4386176597776674,0.0,0.11810850954381624,57.0,0.05263157894736842
249,-7.20304708,109.93383667,5.1778657381420405,0.0,0.19997346312123354,74.0,0.06756756756756757
250,-7.20302311,109.93387691,7.38420742915962,0.0,0.03311215388754207,93.0,0.03225806451612903
251,-7.20300098,109.93394002,6.394774062850281,0.0,0.21796699103663886,104.0,0.0673076923076923
252,-7.20298002,109.933994,5.459871409692962,0.0,0.1539427936225708,83.0,0.03614457831325301
253,-7.20295262,109.93403507,5.236719152212685,0.0,0.17328437799603735,62.0,0.03225806451612903
254,-7.20293267,109.93407807,6.272256637403246,0.0,0.04315308707673915,89.0,0.056179775280898875
255,-7.202918,109.93413297,6.073256353296393,0.0,0.040800961754179355,78.0,0.01282051282051282
256,-7.2029061,109.9341867,7.5072903487601685,0.0,0.3112414865086739,80.0,0.025
257,-7.20289411,109.93425367,6.569727455584222,0.0,0.07920743348969284,98.0,0.02040816326530612
258,-7.20290207,109.93431268,6.2092279851070336,0.0,0.3629338729345626,119.0,0.01680672268907563
259,-7.20291398,109.93436767,4.608950186928434,0.0,0.7964544977922423,75.0,0.013333333333333334
260,-7.20293669,109.93440262,6.0571489436111365,0.0,0.21875362878531135,73.0,0.0821917808219178
261,-7.2029247,109.93445618,6.230580964070546,0.0,0.498941548821787,75.0,0.08
262,-7.20290073,109.93450723,8.783549930808118,0.0,0.09918296028309037,107.0,0.07476635514018691
263,-7.20283686,109.93455408,3.570791911950072,0.0,0.22619400025032266,91.0,0.04395604395604396
264,-7.20281289,109.93457562,5.222390723441613,0.0,0.27709097529062165,64.0,0.0625
265,-7.20277173,109.93459842,5.120484425444079,0.0,0.08093256258395753,89.0,0.2247191011235955
266,-7.20273896,109.93463103,7.357194891861454,0.0,0.1846909469767497,91.0,0.01098901098901099
267,-7.20269579,109.93468157,7.35495629509281,0.0,0.027647956408742402,88.0,0.011363636363636364
268,-7.2026626,109.93473924,3.651576910163953,0.0,0.3187669465422278,76.0,0.013157894736842105
269,-7.20264534,109.9347674,5.170032729951831,0.0,0.08907866345183924,64.0,0.046875
270,-7.20263461,109.934813,5.117908236069284,0.0,0.29901233545015526,66.0,0.030303030303030304
271,-7.20262002,109.934857,6.9835832950440295,0.0,0.37566168833545555,84.0,0.07142857142857142
272,-7.20261868,109.93492029,3.0405823603181235,0.0,0.1539522247540317,70.0,0.07142857142857142
273,-7.20260804,109.93494568,8.540437303876418,0.0,0.40640301032381354,78.0,0.02564102564102564
274,-7.20258943,109.93502079,8.498106592614684,0.0,0.41336701734266545,114.0,0.06140350877192982
275,-7.20254299,109.93508197,4.418438443249678,0.0,0.06488891862551438,90.0,0.03333333333333333
276,-7.20250821,109.93510134,5.553184685884658,0.0,0.32560386958621623,84.0,0.011904761904761904
277,-7.20246303,109.93512279,5.542417685957112,0.0,0.008955957649599555,94.0,0.06382978723404255
278,-7.20242707,109.93515758,6.699639891792946,0.0,0.11628328223151485,100.0,0.03
279,-7.20238323,109.93519924,10.8866192656596,0.0,0.19427912451569151,123.0,0.024390243902439025
280,-7.20230469,109.93525816,7.220939562345022,0.0,0.1837820476960657,144.0,0.027777777777777776
281,-7.20224611,109.93528641,7.346825698777859,0.0,0.2017690225007292,106.0,0.20754716981132076
282,-7.20218232,109.93530376,7.952254789986163,0.0,0.09075996655876106,104.0,0.057692307692307696
283,-7.20211837,109.93533603,4.4553421272238145,13.915878563209928,0.1834309455304975,80.0,0.025
284,-7.20208107,109.93535078,4.6621442748797275,0.0,0.06746212522378964,60.0,0.016666666666666666
285,-7.20203991,109.93535883,4.58932090820875,0.0,0.4020486121605522,61.0,0.03278688524590164
286,-7.20200001,109.93536947,6.277518173021123,0.0,0.152479330266341,73.0,0.0273972602739726
